Event	ID	Name			Wwise Object Path	Notes
	100151336	Ambient_Campfire_Stop			\Default Work Unit\3DEmitters\Continuous\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Default Work Unit\3DEmitters\Continuous\Ambient_Torch	
	808893336	UI_QuestRoll_Close			\Default Work Unit\UI\QuestRoll\UI_QuestRoll_Close	
	949395292	UI_QuestRoll_Open			\Default Work Unit\UI\QuestRoll\UI_QuestRoll_Open	
	2199611969	UI_Inventory_Open			\Default Work Unit\UI\Inventory\UI_Inventory_Open	
	2278290679	UI_Inventory_Close			\Default Work Unit\UI\Inventory\UI_Inventory_Close	
	2355650095	Ambient_Crystal_Hum			\Default Work Unit\3DEmitters\Continuous\Ambient_Crystal_Hum	
	2453392179	Player_Footstep			\Default Work Unit\Player\Player_Footstep	
	2792117052	UI_QuestRoll_Hide			\Default Work Unit\UI\QuestRoll\UI_QuestRoll_Hide	
	3664581270	Ambient_Campfire_Play			\Default Work Unit\3DEmitters\Continuous\Ambient_Campfire_Play	
	3695342915	Player_WeaponImpact			\Default Work Unit\Player\Player_WeaponImpact	
	3699139167	UI_QuestRoll_Show			\Default Work Unit\UI\QuestRoll\UI_QuestRoll_Show	
	3741135221	Music_Region			\Default Work Unit\Music\Music_Region	
	3749307760	UI_Inventory_Roll			\Default Work Unit\UI\Inventory\UI_Inventory_Roll	
	4254124015	Destruction_Container			\Default Work Unit\Destruction\Destruction_Container	

Switch Group	ID	Name			Wwise Object Path	Notes
	233504569	Player_WeaponType			\Default Work Unit\Player_WeaponType	
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	490825222	Pickaxe	Player_WeaponType			
	703486095	Hammer	Player_WeaponType			
	765201635	Axe	Player_WeaponType			
	2454616260	Sword	Player_WeaponType			
	3732162827	Dagger	Player_WeaponType			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	841620460	Concrete	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2185786256	Gravel	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2637588553	Tile	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	4248645337	Grass	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1333239961	MenuSlider_Master_Volume			\Default Work Unit\MenuSlider_Master_Volume	
	2642438544	MenuSlider_Music_Volume			\Default Work Unit\MenuSlider_Music_Volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	299863316	BAS_Player_Footstep_water_walk_03	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Water\BAS_Player_Footstep_water_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Water\BAS_Player_Footstep_water_walk_03		48070
	303467564	BAS_Impact_Axe_SurfaceType_Stone	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactAxe\BAS_Impact_Axe_SurfaceType_Stone		62442
	304328014	BAS_Inventory_Open	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Inventory_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\UI\BAS_Inventory_Open		45400
	315772424	BAS_Impact_Sword_SurfaceType_Grass	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactSword\BAS_Impact_Sword_SurfaceType_Grass		72172
	365652726	BAS_Impact_Dagger_SurfaceType_Wood	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Wood_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactDagger\BAS_Impact_Dagger_SurfaceType_Wood		42234
	393732059	BAS_Impact_PickAxe_SurfaceType_Barrel	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_PickAxe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactPickaxe\BAS_Impact_PickAxe_SurfaceType_Barrel		38930
	430211957	BAS_Player_Footstep_grass_walk_04	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Grass\BAS_Player_Footstep_grass_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Grass\BAS_Player_Footstep_grass_walk_04		45328
	433234464	BAS_Impact_Sword_SurfaceType_Stone	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactSword\BAS_Impact_Sword_SurfaceType_Stone		115352
	433672652	BAS_QuestRoll_Open	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_QuestRoll_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\UI\BAS_QuestRoll_Open		104510
	456437920	BAS_Player_Footstep_sand_walk_04	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Sand\BAS_Player_Footstep_sand_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Sand\BAS_Player_Footstep_sand_walk_04		26822
	464622793	BAS_Player_Footstep_stone_walk_06	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Stone\BAS_Player_Footstep_stone_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Stone\BAS_Player_Footstep_stone_walk_06		47032
	465326163	BAS_Crate_Destroy_05	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Crate_Destroy_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Destruction\CrateDestroy\BAS_Crate_Destroy_05		96650
	484464561	BAS_Player_Footstep_stone_walk_02	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Stone\BAS_Player_Footstep_stone_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Stone\BAS_Player_Footstep_stone_walk_02		51004
	495369328	BAS_Impact_Sword_SurfaceType_Leaves	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactSword\BAS_Impact_Sword_SurfaceType_Leaves		127072
	495448329	BAS_Evil_SpitPlant_Hurt_01	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Evil_SpitPlant_Hurt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactPickaxe\BAS_Evil_SpitPlant_Hurt_01		35064
	503931862	BAS_Player_Footstep_sand_walk_03	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Sand\BAS_Player_Footstep_sand_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Sand\BAS_Player_Footstep_sand_walk_03		36200
	503970391	BAS_Player_Footstep_grass_walk_01	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Grass\BAS_Player_Footstep_grass_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Grass\BAS_Player_Footstep_grass_walk_01		47220
	509563885	BAS_Crate_Destroy_06	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Crate_Destroy_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Destruction\CrateDestroy\BAS_Crate_Destroy_06		125102
	523350642	BAS_Crystal_Ringing	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Crystal_Ringing_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\AmbientEmitters\AmbientEmitters\BAS_Crystal_Ringing		2469760
	549164400	BAS_Player_Footstep_grass_walk_02	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Grass\BAS_Player_Footstep_grass_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Grass\BAS_Player_Footstep_grass_walk_02		51004
	554266259	BAS_Player_Footstep_rubble_walk_03	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Rubble\BAS_Player_Footstep_rubble_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Rubble\BAS_Player_Footstep_rubble_walk_03		48070
	561155078	BAS_Player_Footstep_rubble_walk_05	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Rubble\BAS_Player_Footstep_rubble_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Rubble\BAS_Player_Footstep_rubble_walk_05		47410
	586242806	BAS_Impact_Sword_SurfaceType_Barrel	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactSword\BAS_Impact_Sword_SurfaceType_Barrel		91724
	591364627	BAS_Player_Footstep_stone_walk_04	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Stone\BAS_Player_Footstep_stone_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Stone\BAS_Player_Footstep_stone_walk_04		45328
	592121759	BAS_Impact_Axe_SurfaceType_Leaves	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactAxe\BAS_Impact_Axe_SurfaceType_Leaves		44120
	593094272	BAS_Crate_Destroy_04	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Crate_Destroy_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Destruction\CrateDestroy\BAS_Crate_Destroy_04		146658
	601022142	BAS_Player_Footstep_grass_walk_06	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Grass\BAS_Player_Footstep_grass_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Grass\BAS_Player_Footstep_grass_walk_06		47032
	613415317	BAS_Impact_Sword_SurfaceType_Dirt	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactSword\BAS_Impact_Sword_SurfaceType_Dirt		56934
	615874641	BAS_Impact_Dagger_SurfaceType_Dirt	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactDagger\BAS_Impact_Dagger_SurfaceType_Dirt		41194
	633634868	BAS_Evil_Head_Hurt_01	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Evil_Head_Hurt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactPickaxe\BAS_Evil_Head_Hurt_01		124792
	639291688	BAS_Impact_Dagger_SurfaceType_Leaves	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactDagger\BAS_Impact_Dagger_SurfaceType_Leaves		34504
	643208661	BAS_Impact_Axe_SurfaceType_Crate	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactAxe\BAS_Impact_Axe_SurfaceType_Crate		52430
	647711390	BAS_Player_Footstep_sand_walk_05	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Sand\BAS_Player_Footstep_sand_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Sand\BAS_Player_Footstep_sand_walk_05		23480
	650068226	BAS_Button_Over	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Button_Over_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\UI\BAS_Button_Over		21272
	651860544	BAS_Button_Open	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Button_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\UI\BAS_Button_Open		56288
	704493704	BAS_Crate_Destroy_02	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Crate_Destroy_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Destruction\CrateDestroy\BAS_Crate_Destroy_02		142376
	711962233	BAS_Player_Footstep_sand_walk_01	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Sand\BAS_Player_Footstep_sand_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Sand\BAS_Player_Footstep_sand_walk_01		40918
	729124735	BAS_Impact_Axe_SurfaceType_Barrel	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Toto Work Unit\Weapon_Impacts\ImpactAxe\BAS_Impact_Axe_SurfaceType_Barrel		107642
	733996685	BAS_Player_Footstep_wood_walk_01	D:\GRADO\GRADO\3roCARRERA\AudioDigital\WWISE\WwiseAGProject\WwiseAdventureGame\.cache\Windows\SFX\Wood\BAS_Player_Footstep_wood_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\Victor Work Unit\Materials\Wood\BAS_Player_Footstep_wood_walk_01		47220
